id,name,common_name,formula,odor_description,taste_profiles
62897,Isopropenylpyrazine,Isopropenylpyrazine,,nutty@caramellic@chocolate@roasted,sweet
5281163,Ethyl tiglate,Ethyl tiglate,,caramel@berry@tutti frutti@floral@sweet@fruity@tropical@raspberry,sweet
61663,13679-70-4,13679-70-4,,sulfur@acetophenone@sweet@woody@cherry@almond@furfural,sweet
5281162,3025-30-7,3025-30-7,,apple@waxy@creamy@sweet@fruity@tropical@pear@green,sweet
53425122,1-(Ethyltrisulfanyl)propane,1-(Ethyltrisulfanyl)propane,,garlic@onion@alliaceous@green,
7803,Propyl Propionate,Propyl Propionate,,sweet@pungent@chemical@pineapple@sharp@bitter@fruity,sweet;bitter
80046,Diisopropyl trisulfide,Diisopropyl trisulfide,,garlic@sulfury,
65290,"3-Methyl-1,2,4-trithiane","3-Methyl-1,2,4-trithiane",,,
77151,Ethyl trisulfide,Ethyl trisulfide,,garlic@onion@sulfurous,
7362,2-Furaldehyde,2-Furaldehyde,,fragrant@bread@woody@sweet@baked@almond,sweet
20653,2-Methylhexanoic Acid,2-Methylhexanoic Acid,,lard@oily@fatty@fruity@cheese,sweet;umami
5364399,Ethyl 2-octenoate,Ethyl 2-octenoate,,oil@must@waxy@fruit@pungent@fruity@tropical@green,sweet
61386,Isoamyl laurate,Isoamyl laurate,,peach@wine@brandy@waxy@oily@fatty@rum@beer,
16617,Isopentyl hexanoate,Isopentyl hexanoate,,apple@pineapple@banana@fruity@green,sweet
12327,Ethyl Undecanoate,Ethyl Undecanoate,,coconut@waxy@fatty@soapy@cognac,
12508,Isopropyl Propionate,Isopropyl Propionate,,banana@sweet@ether@pineapple@bitter@fruity,sweet;bitter
31249,Diethyl Succinate,Diethyl Succinate,,peach@chocolate@apple@apricot@mild@wine@grape@musty@fruit@fruity@cranberry@pear@ylang@cooked,sweet
637520,Methyl cinnamate,Methyl cinnamate,,balsam@sweet@cherry@strawberry,sweet
7762,Ethyl Butyrate,Ethyl Butyrate,,apple@pineapple@banana@fruit@fruity@juicy@cognac,sweet
8051,2-Heptanone,2-Heptanone,,coconut@soap@herbal@sweet@woody@fruity@spicy@cinnamon,sweet
7344,Ethyl Lactate,Ethyl Lactate,,butterscotch@butter@tart@sharp@fruit@fruity@buttery,sweet;sour
8073,Propyl Formate,Propyl Formate,,rum@sweet@green@berry@ethereal@bitter@fruity,sweet;bitter
8025,Ethyl Formate,Ethyl Formate,,alcohol@rose@pungent@cognac@green@ethereal@bitter,bitter
8184,1-Undecanol,1-Undecanol,,citrus@clean clothes@rose@waxy@fresh@mandarin@floral@soapy,sour
16237,Ethyl 3-phenylpropionate,Ethyl 3-phenylpropionate,,rose@rum@fruity@honey@hyacinth@flower,sweet
7711,2-Phenylethyl formate,2-Phenylethyl formate,,hyacinth@rose@green@herbal@watercress@bitter,bitter
16821,gamma-Dodecalactone,gamma-Dodecalactone,,peach@fatty@musty@fruit@sweet@fruity@metallic@flower,sweet
7749,Ethyl Propionate,Ethyl Propionate,,pineapple@grape@fruit@sweet@rum@fruity@juicy,sweet
8042,Isopropyl Myristate,Isopropyl Myristate,,oily@fatty@faint@cinnamon,
263,1-butanol,1-butanol,,oil@vanilla@fruit@fusel@sweet@balsam@medicine@medicinal,sweet
61814,"2,4-Dimethylbenzaldehyde","2,4-Dimethylbenzaldehyde",,spice@vanilla@naphthyl@cherry@almond,sweet
326,4-isopropylbenzaldehyde,4-isopropylbenzaldehyde,,spicy@acid@herbal@sharp@oily@cumin@green,
8365,Ethyl salicylate,Ethyl salicylate,,mint@floral@wintergreen@sweet@balsam@minty@spicy,sweet
8038,Isobutyl Acetate,Isobutyl Acetate,,apple@sweet@fruity@tropical@fruit@ethereal@bitter@banana,sweet;bitter
11508,3-Methyl-1-Pentanol,3-Methyl-1-Pentanol,,wine@fusel@cocoa@fruity@cognac@green,sweet
637758,Ethyl Cinnamate,Ethyl Cinnamate,,,
5364231,cis-3-Hexenyl lactate,cis-3-Hexenyl lactate,,leafy@waxy@sweet@melon@tropical@leaf@fruity@violet@green,sweet
12257,Isopropyl Formate,Isopropyl Formate,,ethereal@cocoa@tropical@solvent,
16255,Isopentyl octanoate,Isopentyl octanoate,,coconut@pineapple@oily@sweet@fruity@soapy@green,sweet
31251,Ethyl Nonanoate,Ethyl Nonanoate,,rose@wine@waxy@rum@fruity@tropical@natural,sweet
7800,Ethyl dodecanoate,Ethyl dodecanoate,,waxy@floral@sweet@clean@leaf@soapy,sweet
62465,4-Ethyl-2-methoxyphenol,4-Ethyl-2-methoxyphenol,,spice@smoky@clove@bacon@spicy@phenolic,
7799,Ethyl Octanoate,Ethyl Octanoate,,apricot@fat@wine@waxy@banana@brandy@fruit@sweet@fruity@pear,sweet
17008,Methyl 4-methylvalerate,Methyl 4-methylvalerate,,,
8052,Isopentyl formate,Isopentyl formate,,blackcurrant@ethereal@vinous@green@earthy@fruit@plum@dry,
12587,4-Methylpentanoic Acid,4-Methylpentanoic Acid,,pungent@cheese,umami
7590,Ethyl Phenylacetate,Ethyl Phenylacetate,,grapefruit@balsam@rose@anise@chocolate@honey@melon@fruit@sweet@floral@raspberry@bitter@cocoa,sweet;bitter
6915,2-Ethylbutyric Acid,2-Ethylbutyric Acid,,sour@caramel@berry@acidic@whiskey@fruity@dry,sweet;sour
61325,4077-47-8,4077-47-8,,caramel@moldy@potato@grape@sweet@fruity@maple@mildew@mossy@mushroom,sweet;umami
7945,Ethyl Isovalerate,Ethyl Isovalerate,,apple@pineapple@tutti frutti@fruit@sweet@fruity,sweet
10957,Isobutyl Formate,Isobutyl Formate,,ether@sweet@fruity@chemical,sweet
5366856,"4-Octenoic acid, methyl ester","4-Octenoic acid, methyl ester",,pineapple@fresh,
5367412,"1,3,5-Undecatriene","1,3,5-Undecatriene",,,
61592,Ethyl 3-(methylthio)propionate,Ethyl 3-(methylthio)propionate,,pineapple@tomato@sulfury@ripe@fruity@pulpy@metallic,sweet
8048,Ethyl Decanoate,Ethyl Decanoate,,apple@brandy@waxy@grape@oily@sweet@fruity@pear,sweet
31266,Allyl hexanoate,Allyl hexanoate,,pineapple@ethereal@arrack@fatty@sweet@rum@fruity@tropical@cognac,sweet
11039,Methyl Isobutyrate,Methyl Isobutyrate,,apple@pineapple@floral@fruity@flower,sweet
78879,3-Methyl-3-butenyl acetate,3-Methyl-3-butenyl acetate,,fruity,sweet
11614,Butyl Formate,Butyl Formate,,brandy@plum@fruity@rum,sweet
263620,ethyl 3-acetoxy-2-methylbutanoate,ethyl 3-acetoxy-2-methylbutanoate,,fruity,sweet
177,acetaldehyde,acetaldehyde,,ethereal@ether@whiskey@pungent@fruity@aldehydic,sweet
7761,Diethyl Malonate,Diethyl Malonate,,apple@sweet@fruity@green,sweet
5362622,Ethyl 3-Hexenoate,Ethyl 3-Hexenoate,,,
65425,Methyl 4-(methylthio)butyrate,Methyl 4-(methylthio)butyrate,,cabbage@pineapple@sulfury@fruity@cheese,sweet;umami
429065,Ethyl Crotonate,Ethyl Crotonate,,,
10886,Pentyl Hexanoate,Pentyl Hexanoate,,apple@pineapple@fatty@estery@sweet@fruity@pear@green,sweet
5352770,Ethyl cis-4-octenoate,Ethyl cis-4-octenoate,,,
442501,(+)-alpha-Terpineol,(+)-alpha-Terpineol,,oil@mint@citrus@lilac@floral@woody@anise@terpene@pine,sour
8655,Syringaldehyde,Syringaldehyde,,mild@sweet@woody@tonka@plastic,sweet
16666,l-Menthol,l-Menthol,,cooling@tobacco@mentholic@peppermint@camphoraceous@minty,
6432005,gamma-Eudesmol,gamma-Eudesmol,,wax@sweet@waxy,sweet
7463,P-Cymene,P-Cymene,,solvent@citrus@spice@gasoline@fresh@woody@terpene,sour
7943,Dimethyl malonate,Dimethyl malonate,,fruity,sweet
6420258,Ethyl 5-hexenoate,Ethyl 5-hexenoate,,pineapple@fruity,sweet
85519,3-(Methylthio)propyl acetate,3-(Methylthio)propyl acetate,,fatty@ester,
14529,2-(4-methylphenyl)propan-2-ol,2-(4-methylphenyl)propan-2-ol,,citrus@coumarin@must@floral@sweet@fruity@cherry@camphor,sweet;sour
11160,Methyl isovalerate,Methyl isovalerate,,strong@pineapple@apple@fruity,sweet
7165,Ethyl Benzoate,Ethyl Benzoate,,dry@celery@wintergreen@grape@cherry@fruity@sweet@plum@anise@musty@camomile@balsam@strawberry@fruit@minty@berry@cranberry@raspberry@bitter@banana@flower,sweet;bitter
11593,Acetoxyacetone,Acetoxyacetone,,buttery@fruity,sweet
68148,Chavicol,Chavicol,,phenol@medicine@medicinal@phenolic,
521246,3-oxobutan-2-yl acetate,3-oxobutan-2-yl acetate,,buttery@sweet@pungent@creamy,sweet
5352774,Methyl (Z)-oct-4-enoate,Methyl (Z)-oct-4-enoate,,,
7342,Ethyl Isobutyrate,Ethyl Isobutyrate,,rubber@alcoholic@ethereal@strawberry@sweet@fusel@fruity@rummy,sweet
5323650,Methyl sorbate,Methyl sorbate,,pungent@fruity@licorice,sweet
5364778,Ethyl hex-2-enoate,Ethyl hex-2-enoate,,vegetable@sweet@rum@fruity@juicy@green,sweet
12844,Delta-Dodecalactone,Delta-Dodecalactone,,peach@butter@coconut@fresh@oily@fruit@sweet@creamy@metallic@buttery@cheese,sweet;umami
526152,Methyl 5-acetoxyhexanoate,Methyl 5-acetoxyhexanoate,,fruity,sweet
10882,Ethyl pentanoate,Ethyl pentanoate,,yeast@apple@pineapple@fruit@sweet@fruity@tropical@green,sweet
7991,Valeric acid,Valeric acid,,sweat@putrid@sweaty@acidic@animal@rancid@sickening,sour
8314,2-Methylbutanoic acid,2-Methylbutanoic acid,,sour@sweat@acid@strawberry@roquefort cheese@pungent@cheese,sour;umami
12044,Isopropyl Isobutyrate,Isopropyl Isobutyrate,,citrus@pineapple@sweet@fruity@pear,sweet;sour
61641,Methyl 3-(methylthio)propionate,Methyl 3-(methylthio)propionate,,sulfurous@garlic@onion@vegetable@tomato@sweet,sweet
111037,Alpha-Terpinyl Acetate,Alpha-Terpinyl Acetate,,citrus@lime@wax@herbal@sweet@bergamot@lavender@pine,sweet;sour
261,butyraldehyde,butyraldehyde,,bready@chocolate@creamy@pear@vegetable@fatty@earthy@woody@pungent@nutty@wine_like@meaty@spicy@citrus@herbaceous@green@apple@floral@musty@cocoa@fruity@malty,sweet;sour;umami
12810,Delta-Decalactone,Delta-Decalactone,,peach@butter@coconut@apricot@fresh@oily@creamy@plum@sweet@fruity@dairy,sweet
284,formic acid,formic acid,,pungent@vinegar@formyl,sour
560255,Ethyl 3-methylpentanoate,Ethyl 3-methylpentanoate,,fruity@pineapple,sweet
9261,Pyrazine,Pyrazine,,hazelnut@roasted@barley@sweet corn@pungent,sweet
1146,trimethylamine,trimethylamine,,sweaty@fish@fishy@oily@rancid@fruity,sweet
12813,gamma-Decalactone,gamma-Decalactone,,peach@coconut@caramel@fat@waxy@fresh@oily@fatty@sweet@fruity@strong@buttery,sweet
31268,Pyrrolidine,Pyrrolidine,,alkaline@egg@animal@ammoniacal@amine,
5283329,"(2E,4E)-Octa-2,4-dienal","(2E,4E)-Octa-2,4-dienal",,green@fatty@melon@pear@seaweed@cucumber,
7894,Isoamylamine,Isoamylamine,,unpleasant@ammonia,
8007,Butylamine,Butylamine,,ammonia@fishy,
7341,2-Methylpentanoic acid,2-Methylpentanoic acid,,sour@cheese,sour;umami
21108,8-Nonen-2-one,8-Nonen-2-one,,fruity@baked,sweet
7353,Butyl isobutyrate,Butyl isobutyrate,,apple@banana@sweet@fruity@tropical@green,sweet
8174,1-Decanol,1-Decanol,,orange@rose@fat@waxy@fatty@floral@sweet@clean@watery,sweet
135,4-Hydroxybenzoic Acid,4-Hydroxybenzoic Acid,,nutty@phenolic,
521869,S-Methyl propanethioate,S-Methyl propanethioate,,dairy@sulfurous@milky@alliaceous,
2969,Decanoic acid,Decanoic acid,,sour@citrus@fat@rancid@fatty@unpleasant,sour
6322,L-arginine,L-arginine,,faint,
612,lactic acid,lactic acid,,odorless,
6321405,Isoborneol,Isoborneol,,must@herbal@woody@balsam@camphor,
7981,Butyl Isovalerate,Butyl Isovalerate,,peach@apple@pineapple@fruit@sweet@pear@green,sweet
61743,9-Decenoic acid,9-Decenoic acid,,waxy@fatty@fruity@soapy@green,sweet
31225,2-Phenylethyl propionate,2-Phenylethyl propionate,,red rose@floral@fruity@balsam@honey@styrax,sweet
70,4-Methyl-2-oxovaleric acid,4-Methyl-2-oxovaleric acid,,fruity,sweet
8082,Piperidine,Piperidine,,floral@sweet@heavy@bitter@animal,sweet;bitter
65285,S-Methyl 2-methylbutanethioate,S-Methyl 2-methylbutanethioate,,,
12613,Isoamyl Isovalerate,Isoamyl Isovalerate,,apple@jammy@ripe@sweet@fruity@tropical@mango@green,sweet
62445,2-Methylbutyl isovalerate,2-Methylbutyl isovalerate,,apple@herbal@green@earthy@fruity@soapy@cheese,sweet;umami
5352438,16491-36-4,16491-36-4,,apple@wine@fresh@fruity@metallic@buttery@green,sweet
875,DL-Tartaric acid,DL-Tartaric acid,,caramellic@very mild,sweet
8159,Heptyl acetate,Heptyl acetate,,apricot@fresh@ripe@fruit@woody@rum@pear@green,
10895,Isobutyl propionate,Isobutyl propionate,,banana@tutti frutti@sweet@fruity@green@bitter@ether,sweet;bitter
7775,Isobutyl hexanoate,Isobutyl hexanoate,,peach@pineapple@sweet@fruity@tropical@green,sweet
16872,Hexyl isobutyrate,Hexyl isobutyrate,,apple@berry@wine@grape@ripe@sweet@fruity@pear@green,sweet
5352543,cis-3-Hexenyl hexanoate,cis-3-Hexenyl hexanoate,,pineapple@prune@waxy@winey@fruit@fruity@tropical@pear@grassy@green,sweet
7193,Isopentyl benzoate,Isopentyl benzoate,,sweet@waxy@balsamic@green,sweet
5281516,alpha-Farnesene,alpha-Farnesene,,citrus@lime@neroli@herbal@myrrh@sweet@bergamot@wood@lavender@green,sweet;sour
24838,Hexyl 2-methylbutanoate,Hexyl 2-methylbutanoate,,apple@waxy@strawberry@fruity@tropical@spicy@green,sweet
579336,Dihydro-beta-ionol,Dihydro-beta-ionol,,floral@woody@amber,
7351,Isobutyl isobutyrate,Isobutyl isobutyrate,,tropical@pineapple@grape skin,
61953,Theaspirane,Theaspirane,,tobacco@wet@metallic@herbal@woody@leaf@tea@spicy@green,
440936,arbutin,arbutin,,bitter,bitter
6274,L-histidine,L-histidine,,odorless@bitter,bitter
520296,delta-Tetradecalactone,delta-Tetradecalactone,,oil@milky@waxy@fatty@creamy@sweet@dairy,sweet
994,Dl-Phenylalanine,Dl-Phenylalanine,,odorless,
402,hydrogen sulfide,hydrogen sulfide,,egg@rotten,
6140,L-phenylalanine,L-phenylalanine,,odorless@bitter,bitter
1060,Pyruvic acid,Pyruvic acid,,acetic@sour@sharp@caramellic,sweet;sour
1030,"1,2-propanediol","1,2-propanediol",,alcoholic@very slight@odorless,
7519,Anisole,Anisole,,butter@ethereal@alcohol@gasoline@anise@cheese@phenolic,umami
18818,Sabinene,Sabinene,,citrus@spice@pepper@turpentine@woody@terpene@wood@pine,sour
22310,Epoxylinalool,Epoxylinalool,,musty@alcohol@fenchyl@camphor,
82336,Methyl 2-(dimethylamino)benzoate,Methyl 2-(dimethylamino)benzoate,,orange@fruity@leaf,sweet
7047,Quinoline,Quinoline,,rubber@tobacco@medical@musty@earthy,
61041,Safranal,Safranal,,spicy@tobacco@herbal@fresh@sweet@rosemary@metallic@herb@phenolic,sweet
5281553,Ocimene,Ocimene,,citrus@herbal@sweet@woody@tropical@terpene@herb@green,sweet;sour
10795,"1,1-Dimethoxyethane","1,1-Dimethoxyethane",,alcohol@ether@sharp@new mown hay@sweet@green,sweet
179,acetoin,acetoin,,butter@cream@milky@fatty@creamy@sweet@dairy@buttery,sweet
4114,methoxsalen,methoxsalen,,bitter,bitter
1550846,Cinnamonitrile,Cinnamonitrile,,nitrile@cassia@deep@cumin@cinnamon,
1713001,Nerylacetone,Nerylacetone,,magnolia@citrus@wine_like@rose@vegetable@fresh@waxy@fatty@floral@earthy@woody@fruity@tropical@herbaceous@nutty@meaty@spicy@green,sweet;sour;umami
5315912,(Z)-Cinnamyl acetate,(Z)-Cinnamyl acetate,,floral@sweet@balsam@spicy@cinnamon,sweet
22311,Dipentene,Dipentene,,lemon@citrus@orange@herbal@woody@terpene@citric@camphor,sour
5280804,Isoquercitrin,Isoquercitrin,,odorless,
8294,Linalyl Acetate,Linalyl Acetate,,citrus@fruit@sweet@woody@bergamot@lavender@green,sweet;sour
8785,Benzyl Acetate,Benzyl Acetate,,apple@bitter@apricot@plum@jasmine@boiled vegetable@cherry@sweet@floral@fresh@jasmin@fruity,sweet;bitter
5283321,"trans,trans-2,4-Heptadienal","trans,trans-2,4-Heptadienal",,hazelnut@cinnamon,
11514,Isobutyl Isovalerate,Isobutyl Isovalerate,,apple@banana@sweet@fruity@raspberry@green,sweet
5317319,beta-cis-farnesene,beta-cis-farnesene,,wood@citrus@sweet@woody,sweet;sour
753,glycerol,glycerol,,odorless@sweet,sweet
61455,Hexyl isovalerate,Hexyl isovalerate,,apple skin@strawberry@sweet@fruity@unripe fruit@green,sweet
7655,Phenethyl isobutyrate,Phenethyl isobutyrate,,peach@rose@pastry@tea@floral@bitter@fruity,sweet;bitter
5791138,4-[(Z)-prop-1-enyl]phenol,4-[(Z)-prop-1-enyl]phenol,,,
8792,Phenylethyl isovalerate,Phenylethyl isovalerate,,rose@peach@apricot@sweet@floral@bitter@fruity,sweet;bitter
61185,Amyl octanoate,Amyl octanoate,,orris@sweet@wine,sweet
20861,4-Ethylbenzaldehyde,4-Ethylbenzaldehyde,,sweet@almond@bitter,sweet;bitter
8738,Butyl Lactate,Butyl Lactate,,fermented@waxy@creamy@fruity@mushroom,sweet;sour;umami
83036,13002-09-0,13002-09-0,,alcoholic@fermented@ethereal@fruity@green,sweet;sour;umami
61384,2-Phenylethyl hexanoate,2-Phenylethyl hexanoate,,pineapple@sweaty@waxy@banana@floral@woody@sweet@honey@green,sweet
229888,2-Phenylethyl octanoate,2-Phenylethyl octanoate,,waxy@cocoa@sweet@fruity@green,sweet
7772,Isoamyl propionate,Isoamyl propionate,,tomato@ripe@sweet@fruity@tropical@fruit@pineapple@bitter@banana,sweet;bitter
520326,3-Methylbutyl 2-methylbutanoate,3-Methylbutyl 2-methylbutanoate,,citrus@apple@sweet@blueberry@fruity@cherry,sweet;sour
24197,Diethyl Malate,Diethyl Malate,,,
61346,1-Octen-3-One,1-Octen-3-One,,herbal@earthy@metal@musty@mushroom@dirty,umami
61048,Isobutyl benzoate,Isobutyl benzoate,,powdery@musty@sweet@fruity@balsam,sweet
31242,4-Ethylphenol,4-Ethylphenol,,smoke@castoreum@spice@alcohol@guaiacol@phenol@medicinal@phenolic,
17121,1-Octen-3-yl acetate,1-Octen-3-yl acetate,,herbal@fresh@oily@fruity@lavender@green,sweet
442495,(+)-Pulegone,(+)-Pulegone,,"pleasant odor, midway between peppermint and camphor",
5367681,cis-3-Hexenyl isovalerate,cis-3-Hexenyl isovalerate,,apple@pineapple@fresh@tropical@fruity@green,sweet
62350,p-Menthan-2-ol,p-Menthan-2-ol,,,
7460,Alpha-Phellandrene,Alpha-Phellandrene,,mint@citrus@peppery@spice@herbal@turpentine@woody@terpene@green,sour
34645,Isopulegone,Isopulegone,,herbal@fresh@peppermint,
521238,3-Octyl acetate,3-Octyl acetate,,,
329983,Menthofuran,Menthofuran,,musty@earthy@coffee@pungent@nutty,bitter
30248,Dihydrocarvyl acetate,Dihydrocarvyl acetate,,mint@cuminseed@rose@floral@sweet@minty@medicine@medicinal@camphor,sweet
5365069,53398-85-9,53398-85-9,,apple@fresh@sweet@fruity@pear@herb@green,sweet
1549025,Neryl acetate,Neryl acetate,,citrus@lime@dewy@rose@floral@fruit@pear@blossom@soapy@grapefruit,sour
7476,4'-Methoxyacetophenone,4'-Methoxyacetophenone,,butter@anisic@powdery@sweet@balsamic@hawthorn@caramel@acacia@bitter@vanilla,sweet;bitter
11567,3-Methylcyclohexanone,3-Methylcyclohexanone,,camphoraceous@minty@medicinal@camphor,
381152,Piperitenone,Piperitenone,,minty@sharp@phenolic,
10282,Piperitol,Piperitol,,herbal@herb,
13576,3-Decanone,3-Decanone,,citrus@orange@waxy@floral@fruity@green,sweet;sour
62367,Sabinene hydrate,Sabinene hydrate,,minty@eucalyptus@terpene@green,
12072,Dihydrocarveol,Dihydrocarveol,,mint@spice@herbal@menthol@minty@spearmint,
8842,Citronellol,Citronellol,,waxy@bitter@citrus@rose@leather@geranium@floral@rose bud,sour;bitter
7439,Carvone,Carvone,,mint@licorice@fennel@basil@minty,
222656,L-Malic acid,L-Malic acid,,odorless,
7765,Acetal,Acetal,,cream@nut@tart@ether@vegetable@earthy@fruit@sweet@honey@green,sweet;sour
11579,Levulinic Acid,Levulinic Acid,,caramel@acetoin@acidic@sweet@buttery,sweet;sour
1001,Phenethylamine,Phenethylamine,,ammoniacal@fishy,
6086514,Geranyl isobutyrate,Geranyl isobutyrate,,peach@apricot@rose@floral@sweet@fruity@green,sweet
62835,28664-35-9,28664-35-9,,maple@caramel@cotton candy@tobacco@spice@burnt@smoky@fennel@coffee@sugar@extremely sweet@celery@strong@seedy,sweet;bitter
569214,1-Phenylethyl isobutyrate,1-Phenylethyl isobutyrate,,jasmin@tropical@fruity@mango@green,sweet
5318599,trans-2-Octen-1-Ol,trans-2-Octen-1-Ol,,citrus@soap@green@plastic,sour
5364519,cis-3-Octen-1-ol,cis-3-Octen-1-ol,,powerful@fresh@fatty@melon@fruity,sweet
602,Dl-Alanine,Dl-Alanine,,odorless,
7043,"1,2-Dimethoxybenzene","1,2-Dimethoxybenzene",,vanilla@musty@creamy@sweet@phenolic,sweet
7410,Acetophenone,Acetophenone,,mimosa@hawthorn@sweet@acacia@almond@pungent@hawthorne@chemical@flower@bitter@must,sweet;bitter
5960,L-aspartic acid,L-aspartic acid,,odorless,
5364752,trans-2-Pentenal,trans-2-Pentenal,,apple@orange@tomato@strawberry@fruit@pungent@fruity@green,sweet
520455,Octyl 2-methylbutyrate,Octyl 2-methylbutyrate,,musty@fruity@waxy@green,sweet
19089,(2-Methoxyethyl)benzene,(2-Methoxyethyl)benzene,,chrysanthemum@jasmin@rose@floral@metallic@green,
61126,Verbenol,Verbenol,,pine@fresh@ozone,
24473,Dihydrocarvone,Dihydrocarvone,,warm@powerful@herbal@minty@spearmint,
8176,Octyl formate,Octyl formate,,orange@rose@waxy@fruity@cucumber,sweet
102667,Pinocarveol,Pinocarveol,,herbal@woody@balsam@pine@camphor,
61262,Myrtenyl acetate,Myrtenyl acetate,,,
61130,Myrtenal,Myrtenal,,lime@spice@jam@pepper@sweet@tonka@terpene@camphor@spicy@cinnamon,sweet
102024,cis-Carvyl acetate,cis-Carvyl acetate,,,
8635,Methyl Anthranilate,Methyl Anthranilate,,neroli@flower@lemon@honey@strawberry@orange flower@grapefruit@medicinal@grape@bitter@fruity@lime,sweet;bitter
13026600,Ethyl 2-Hydroxy-3-Methylvalerate,Ethyl 2-Hydroxy-3-Methylvalerate,,berry@fruity,sweet
162458,Methyl N-formylanthranilate,Methyl N-formylanthranilate,,fruity@grape,sweet
5362819,methyl (Z)-3-hexenoate,methyl (Z)-3-hexenoate,,floral@fruity,sweet
17623,Methyl 2-Acetamidobenzoate,Methyl 2-Acetamidobenzoate,,powdery@fruity@strawberry@very mild,sweet
526624,Bis(2-methyl-3-furyl)disulfide,Bis(2-methyl-3-furyl)disulfide,,roasted@onion@sulfury@scallion@roasted meat@meaty,umami
10558,Isobutyl mercaptan,Isobutyl mercaptan,,mustard@vegetable@cooked,
8185,10-Undecen-1-Ol,10-Undecen-1-Ol,,citrus@ozone@waxy@fresh@floral@clean,sour
7363,Furfuryl mercaptan,Furfuryl mercaptan,,roast@chocolate@burnt@sulfurous@roasted@smoky@sulfury@fishy@oily@fatty@coffee,bitter
5283349,"(2E,4E)-deca-2,4-dienal","(2E,4E)-deca-2,4-dienal",,citrus@orange@nut@wax@meat@fat@fresh@fatty@oily@cucumber@sweet@melon@pumpkin@fried@green,sweet;sour
169110,2-Acetyl-2-thiazoline,2-Acetyl-2-thiazoline,,roast@taco@potato@toasted@bread@nutty@popcorn@corn@chip,
1123,taurine,taurine,,bland@bitter,bitter
8027,Pyrrole,Pyrrole,,ethereal@nutty@sweet@warm,sweet
30215,"2,4,5-Trimethyloxazole","2,4,5-Trimethyloxazole",,wasabi@roasted@mustard@shellfish@vegetable@nut skin@nutty,
12230,Ethyl methyl sulfide,Ethyl methyl sulfide,,sulfur@garlic@vegetable@sulfury@fatty@earthy@woody@nutty@wine_like@meaty@spicy@citrus@sulfurous@coffee@herbaceous@green@cabbage@pyridine@tomato@fishy@floral@fruity,sweet;sour;bitter;umami
6428802,"6,7-Dihydro-2,3-Dimethyl-5H-Cyclopentapyrazine","6,7-Dihydro-2,3-Dimethyl-5H-Cyclopentapyrazine",,,
33960,6-Pentyl-2H-pyran-2-one,6-Pentyl-2H-pyran-2-one,,coconut@lactonic@almond@waxy@fatty@creamy@mushroom@tonka,umami
4564493,19322-27-1,19322-27-1,,bready@caramel@cotton@sweet@sugar@candy,sweet
61875,Dec-4-enal,Dec-4-enal,,fatty@citrus@orange@aldehydic,sour
36225,"2,5-Diethyl-3-Methylpyrazine","2,5-Diethyl-3-Methylpyrazine",,hazelnut@toasted@meaty,umami
1119,sulfur dioxide,sulfur dioxide,,bitter,bitter
7742,gamma-Heptalactone,gamma-Heptalactone,,coconut@caramel@nut@fat@hay@fruit@sweet@nutty@tonka,sweet
243,benzoic acid,benzoic acid,,balsam@urine@faint,
8012,1-Butanethiol,1-Butanethiol,,garlic@onion@egg@sulfury@coffee,bitter
8122,Ethyl Stearate,Ethyl Stearate,,waxy@mild,
11520,3-Heptanol,3-Heptanol,,herbal@powerful@bitter@herb,bitter
61240,2-Acetyl-1-methylpyrrole,2-Acetyl-1-methylpyrrole,,earthy,
61337,Allyl 2-furoate,Allyl 2-furoate,,jam@caramel@fruity,sweet
11002,Dibutyl sulfide,Dibutyl sulfide,,rose@herbal@violet-leaf@geranium@grassy@green,
69320,2-Propylpyridine,2-Propylpyridine,,tobacco@roasted@fatty@nutty@green,
18467,2-Methoxypyrazine,2-Methoxypyrazine,,nutty@sweet@cocoa,sweet
20819,Disodium 5'-inosinate,Disodium 5'-inosinate,,odorless,
525358,ethyl methyl trisulfide,ethyl methyl trisulfide,,garlic@onion@green,
8013,"1,3-Propanedithiol","1,3-Propanedithiol",,sulfurous@meaty,umami
26333,2-Isobutyl-3-Methylpyrazine,2-Isobutyl-3-Methylpyrazine,,syrup@sugar@herbal@green,sweet
31283,Ethyl tetradecanoate,Ethyl tetradecanoate,,ether@waxy@sweet@soapy@orris@violet,sweet
231325,1-(furan-2-yl)pentan-1-one,1-(furan-2-yl)pentan-1-one,,caramel@sweet,sweet
9609,Diethyl sulfide,Diethyl sulfide,,ethereal@sulfurous,
34286,2-Methyl-3-furanthiol,2-Methyl-3-furanthiol,,coconut@meat@sulfury@fishy@metallic@meaty,umami
20499,Difurfuryl Disulfide,Difurfuryl Disulfide,,roasted@cabbage@onion@sulfury@coffee@chicken@meaty,bitter;umami
13233,Trithioacetone,Trithioacetone,,burnt@sulfurous@earthy@blackberry@green,
31492,"2,4,5-Trimethyl-3-Oxazoline","2,4,5-Trimethyl-3-Oxazoline",,caramel@musty@wood@nutty@green,sweet
8106,1-Hexanethiol,1-Hexanethiol,,sulfur@burnt@sulfurous@roasted@garlic@fat@sulfury@fatty@meaty,umami
87793,2-Hexylthiophene,2-Hexylthiophene,,floral@gassy@fruity@meaty@green,sweet;umami
11617,Diallyl Sulfide,Diallyl Sulfide,,sulfurous@garlic@onion@horseradish@metallic,
17029,"9-Octadecenal, (9E)-","9-Octadecenal, (9E)-",,,
